id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1630348159229767681	1630348159229767681	2023-02-28 06:24:26 SE Asia Standard Time	2023-02-28	06:24:26	+0700	121640063	radioelshinta	Radio Elshinta		Terpidana kasus pembunuhan berencana Brigadir J, Bharada Richard Eliezer dikembalikan ke Rutan Bareskrim Polri setelah tiba di Lapas Salemba kemarin. Pemindahan penahanan Eliezer dari Lapas Salemba ke Rutan Bareskrim dilakukan semalam, atas permintaan LPSK.  https://t.co/1rlMM50Chh	in	[]	[]	['https://pbs.twimg.com/media/FqApAAgacAAZTSW.jpg']	1	1	0	[]	[]	https://twitter.com/RadioElshinta/status/1630348159229767681	False		1	https://pbs.twimg.com/media/FqApAAgacAAZTSW.jpg							[]				
1630226982653788165	1630125912552349696	2023-02-27 22:22:55 SE Asia Standard Time	2023-02-27	22:22:55	+0700	1487430908043046914	richardsamere	Ricard Sur Bière		@chamallow674 @richardsurterre @FrancAller_info Le dénigrement constant de la chiasse par les sentientistes doit cesser. Perso, je laisse rien passer, hier encore j’ai été faire un lot à la gendarmerie. Mon cousi...heu le brigadier chef a trouvé ça très intéressant. 🤡 🤡 🤡 🤡 🤡	fr	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Richardsamere/status/1630226982653788165	False		0								[{'screen_name': 'chamallow674', 'name': 'DAVID. G', 'id': '1565622210059968512'}, {'screen_name': 'richardsurterre', 'name': 'Richard sur Terre', 'id': '1253649275617247232'}, {'screen_name': 'FrancAller_info', 'name': 'Franc Aller', 'id': '1450790717060698115'}]				
1630219122540974081	1630219122540974081	2023-02-27 21:51:41 SE Asia Standard Time	2023-02-27	21:51:41	+0700	57261519	metro_tv	METRO TV		#EditorialMediaIndonesia hari Selasa (28/2) LIVE pukul 06.30 WIB di Metro TV akan membahas tentang persidangan obstruction of justice atas kasus pembunuhan Brigadir Yosua adalah pelajaran mahal bagi setiap rantai di Korps Bhayangkara.  https://t.co/nz9D3GPBXl	in	[]	[]	['https://pbs.twimg.com/media/Fp-zptRaQAEeX-s.jpg']	0	2	1	['editorialmediaindonesia']	[]	https://twitter.com/Metro_TV/status/1630219122540974081	False		1	https://pbs.twimg.com/media/Fp-zptRaQAEeX-s.jpg							[]				
1630218697653751811	1630218697653751811	2023-02-27 21:50:00 SE Asia Standard Time	2023-02-27	21:50:00	+0700	71436318	kompastv	KOMPAS TV		Majelis hakim menyinggung kasus Ferdy Sambo terkait perkara pembunuhan berencana Brigadir Yosua Hutabarat dalam persidangan kasus Narkoba Teddy Minahasa. Hakim bertanya soal Peraturan Kapolri yang menyebutkan bahwa anak buah dapat menolak perintah atasan yang tidak benar.  https://t.co/Ai2Ik9Msh5	in	[]	[]	[]	1	3	3	[]	[]	https://twitter.com/KompasTV/status/1630218697653751811	False		1	https://pbs.twimg.com/amplify_video_thumb/1630198753226289162/img/yGtCPPYAsGG7wMEC.jpg							[]				
1630215359889575938	1630176576074825728	2023-02-27 21:36:44 SE Asia Standard Time	2023-02-27	21:36:44	+0700	925457074187788288	nwiki	NI-KI.		@NORDEN911 @xiyeoni Kalo brigadir j udah gak bisa on di norden gak sih? :)	in	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/Nwiki/status/1630215359889575938	False		0								[{'screen_name': 'NORDEN911', 'name': 'NORDEN', 'id': '2500175318'}, {'screen_name': 'xiyeoni', 'name': '𑁍', 'id': '770970157371969537'}]				
1630215206931693570	1630176576074825728	2023-02-27 21:36:07 SE Asia Standard Time	2023-02-27	21:36:07	+0700	2500175318	norden911	NORDEN		@Nwiki @xiyeoni Ss pangkatny Brigjen tp bukan Brigadir J	in	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/NORDEN911/status/1630215206931693570	False		0								[{'screen_name': 'Nwiki', 'name': 'NI-KI.', 'id': '925457074187788288'}, {'screen_name': 'xiyeoni', 'name': '𝑐𝑒𝑦𝑖𝑛𝑒! 🕊🩰✨️', 'id': '770970157371969537'}]				
1630213916759412736	1630213916759412736	2023-02-27 21:31:00 SE Asia Standard Time	2023-02-27	21:31:00	+0700	388190238	idntimes	IDN Times		Terdakwa pembunuhan berencana, Nofriansyah Yosua Hutabarat alias Brigadir J, Richard Eliezer alias Bharada E, resmi menghuni Rutan Salemba mulai Senin (27/2/2023).   https://t.co/FqH3ZZZxTt  https://t.co/RRFcLtvdmU	in	[]	['https://www.idntimes.com/news/indonesia/dini-suciatiningrum/bharada-eliezer-tempati-kamar-khusus-di-rutan-salemba-mulai-hari-ini?utm_source=twitter&utm_medium=twitter&utm_campaign=twitter']	['https://pbs.twimg.com/media/Fp-dEpmaYAAbVuZ.jpg']	0	0	0	[]	[]	https://twitter.com/IDNTimes/status/1630213916759412736	False		1	https://pbs.twimg.com/media/Fp-dEpmaYAAbVuZ.jpg							[]				
1630211662816120832	1630211662816120832	2023-02-27 21:22:02 SE Asia Standard Time	2023-02-27	21:22:02	+0700	1318777746089156609	aspirasikuid	Aspirasiku		Tanggapan Anak Hendra Kurniawan usai Vonis 3 Tahun, Kasus Brigadir J - Aspirasiku  https://t.co/d050RVoUh8	in	[]	['https://www.aspirasiku.id/nasional/1097763979/tanggapan-anak-hendra-kurniawan-usai-vonis-3-tahun-kasus-brigadir-j']	[]	0	0	0	[]	[]	https://twitter.com/Aspirasikuid/status/1630211662816120832	False		0								[]				
1630207984499294208	1630207984499294208	2023-02-27 21:07:25 SE Asia Standard Time	2023-02-27	21:07:25	+0700	1118593157384626177	preskojtm	#LevyOut #ConteOut 🇻🇳🇫🇷🇺🇸🇧🇷		J’ai mes sources et apparemment c’est cr7 qui est venu lui vole son Ballon d’or mais heureusement le brigadier Varane la rattraper	fr	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/PreskoJTM/status/1630207984499294208	False	https://twitter.com/lnstantFoot/status/1630200417106767872	0								[]				
1630205599337299968	1630205599337299968	2023-02-27 20:57:57 SE Asia Standard Time	2023-02-27	20:57:57	+0700	808183269774635008	elliamarch3	eel🖤		"(Jika) Daripada adaptasi film ""kasus brigadir j"" gue lebih nungguin adaptasi film ""Kasus penganiyaan yg dilakuin MD"" sih"	in	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/elliamarch3/status/1630205599337299968	False		0								[]				
