id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1608803992729157639	1608803992729157639	2022-12-30 19:35:36 SE Asia Standard Time	2022-12-30	19:35:36	+0700	1567465052399357953	sekkago	SEKKA GO🪐|| mt after dm		Hai kemarin ada yang ngerasa take tincase laundry yang group di Go ini ga ya? Nama linenya putri,udh aku pc di line ga aktf barangkali lagi ga bisa buka line  Yang bersangkutan boleh DM di sini ya^^	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/sekkago/status/1608803992729157639	False		0								[]				
1608754051101122562	1608754051101122562	2022-12-30 16:17:09 SE Asia Standard Time	2022-12-30	16:17:09	+0700	1382457736814764032	jeivyluvs	Ivy➳		Buset ini kumpulan pc tuan putri kh	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/jeivyluvs/status/1608754051101122562	False	https://twitter.com/sbtcon/status/1608647883456409600	0								[]				
1608697097959751683	1608697097959751683	2022-12-30 12:30:50 SE Asia Standard Time	2022-12-30	12:30:50	+0700	3306771829	cnniddaily	CNN Indonesia Daily		Dalam persidangan penasihat hukum terdakwa PC, Febri Diansyah dan Ketua Majelis Hakim Wahyu Iman Santoso sempat berdebat. Perdebatan dimulai saat pengacara Putri meminta izin untuk menanyangkan dan menjelaskan 35 alat bukti meringankan di persidangan.  https://t.co/ns6OyEQkD6  https://t.co/YyMuXTuS1o	in	[]	['http://cnnindonesia.com/tv']	[]	0	0	0	[]	[]	https://twitter.com/CNNIDdaily/status/1608697097959751683	False		1	https://pbs.twimg.com/amplify_video_thumb/1608672300219666432/img/r7m4Hwyb9b_iDpfX.jpg							[]				
1608682930938990592	1608682930938990592	2022-12-30 11:34:33 SE Asia Standard Time	2022-12-30	11:34:33	+0700	1585587813877108737	capekmonyett	gueee capekkk		ke 3nakan sampe lupa pake pengaman  https://t.co/LMpqCXQyta  Ukthi dikocokin om   https://t.co/hQrx3pOwO3  Dip3rk05a  https://t.co/WpcZNg8leX  Live show PC PUTRI mandi  https://t.co/1oR2B8uGnE	in	[]	['https://dood.re/e/4nslqdlkd15ihs1crmvqj2heqg6smpwx', 'https://dood.re/e/ty92w9x9ve6je205yp43r4j9b6ng24op', 'https://dood.re/e/0rbkfn28j32gikswy2qv0imsnytogd3r', 'https://dood.re/e/f94hgfsbhn52a5h4xdcnv9wpu3ql3cir']	[]	0	20	98	[]	[]	https://twitter.com/capekmonyett/status/1608682930938990592	False		0								[]				
1608658252597952515	1608658252597952515	2022-12-30 09:56:29 SE Asia Standard Time	2022-12-30	09:56:29	+0700	226039658	tribunjambiku	Tribun Jambi		ART Sambo Sebut Kondisi Putri Candrawati Baik-baik Saja Sehari Setelah Eksekusi Brigadir Yosua    https://t.co/mbYDHToWWd via @tribunjambiku	in	[{'screen_name': 'tribunjambiku', 'name': 'tribun jambi', 'id': '226039658'}]	['https://jambi.tribunnews.com/2022/12/30/art-sambo-sebut-kondisi-putri-candrawati-baik-baik-saja-sehari-setelah-eksekusi-brigadir-yosua']	[]	0	0	0	[]	[]	https://twitter.com/tribunjambiku/status/1608658252597952515	False		0								[]				
1608581238830530560	1608526095095320578	2022-12-30 04:50:27 SE Asia Standard Time	2022-12-30	04:50:27	+0700	1255897921582542853	rifkyahmaadm	Rif		@HamasFithra23 putri candrawati	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/rifkyahmaadm/status/1608581238830530560	False		0								[{'screen_name': 'HamasFithra23', 'name': 'HF', 'id': '1075725220286058496'}]				
1608515739023183874	1608515739023183874	2022-12-30 00:30:11 SE Asia Standard Time	2022-12-30	00:30:11	+0700	483244386	gemargundul	Bibaww		Dikasih citra kirana pilih putri candrawati. Rozy rozy	in	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/gemargundul/status/1608515739023183874	False		0								[]				
1608445462302060546	1608374557823598596	2022-12-29 19:50:56 SE Asia Standard Time	2022-12-29	19:50:56	+0700	1376079723059539971	pantomalau	Panto Feber Malau		@literarybase Fajar, Cepmek, Nikita Mirzani, Sambo, Putri Candrawati, Kuat, Sule, Reyhan	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/pantomalau/status/1608445462302060546	False		0								[{'screen_name': 'literarybase', 'name': 'Literary Base', 'id': '1023569652994080769'}]				
1608415423359483905	1608415423359483905	2022-12-29 17:51:34 SE Asia Standard Time	2022-12-29	17:51:34	+0700	1243601423146848259	arifudinnur71	Arifudin Nurdin		"Skenario Terbongkar, Ferdy Sambo Akhirnya Menyerah: Rela Berkata Jujur Asalkan Putri Candrawati tdk dijadikan tersangka, dia tdk tau apa"".  Terlambat sdh, kasusnya sdh sgt jauh berjalan, tdk ada guna menyesalinya, ini akibat kebohongan yg trs disuarakan.   https://t.co/JlKyQwWky5"	in	[]	['https://www.ayojakarta.com/metropolitan/pr-766311569/skenario-terbongkar-ferdy-sambo']	[]	0	0	7	[]	[]	https://twitter.com/ArifudinNur71/status/1608415423359483905	False		0								[]				
1608342195630899202	1608337642961215488	2022-12-29 13:00:35 SE Asia Standard Time	2022-12-29	13:00:35	+0700	1595780439050178560	idezayny	@Ide_zayny		@bundaTiyas Putri candrawati..ke..🤣🤣	in	[]	[]	[]	0	0	12	[]	[]	https://twitter.com/IdeZayny/status/1608342195630899202	False		0								[{'screen_name': 'bundaTiyas', 'name': 'bunda', 'id': '1566367522156187648'}]				
1608338945770950656	1605459870836477953	2022-12-29 12:47:40 SE Asia Standard Time	2022-12-29	12:47:40	+0700	1556966932405841920	jamalpujiyono	Puji Djamal SP		@tvOneNews Sudahlah bu Putri, jangan mencari kebenaran, hati nurani tidak bisa ditipu. Untuk kuasa Hukum FS dan PC,sbg manusiawi sdhlah gak usah ngotot untuk mencari celah celah kebenaran. Biarlah FS dan PC menjalani Hukuman sesuai perbautanya. Maaf, jgn bangga bisa memenangkan hal yg slh	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/JamalPujiyono/status/1608338945770950656	False		0								[{'screen_name': 'tvOneNews', 'name': 'tvOnenews', 'id': '55507370'}]				
1608323784477671424	1608311592273473537	2022-12-29 11:47:26 SE Asia Standard Time	2022-12-29	11:47:26	+0700	941458748	rickykardjono	Rick's K 🇮🇩		@AzisDadun_ @NikolaDiredja3 @Jkt_Networks @YayuMulya @MrsRachelIn @_memoryusang @JCLov3Us @Gabriela_Chay89 @TreeKedua @NPingitz @Shery_Adhy @gaaragarayudi @Manse_Mangat @DennyDSP77 @AyamSegar3 @Adies____ @ezarjunioregain @Pinaringan077 @edi44331822 @Hiko00398441 @AdeMemed3 Seperti Putri Candrawati ya Ayah...🤪🤪🤪	in	[]	[]	[]	2	0	5	[]	[]	https://twitter.com/RickyKardjono/status/1608323784477671424	False		0								[{'screen_name': 'AzisDadun_', 'name': 'Me #4 🇮🇩', 'id': '2283951606'}, {'screen_name': 'NikolaDiredja3', 'name': 'Nikola Diredja3', 'id': '1603648394995503104'}, {'screen_name': 'Jkt_Networks', 'name': 'AngéL frôm màrs 🎯', 'id': '1209496054950842368'}, {'screen_name': 'YayuMulya', 'name': '𝖄𝖆𝖄𝖚', 'id': '69857591'}, {'screen_name': 'MrsRachelIn', 'name': 'indri Yahya⚘🇮🇩🕊', 'id': '1379431842'}, {'screen_name': '_memoryusang', 'name': '♨️ Angelique J ♨️', 'id': '1340576950381760513'}, {'screen_name': 'JCLov3Us', 'name': '🇮🇩ma2arin❤JC✝️', 'id': '1085153222'}, {'screen_name': 'Gabriela_Chay89', 'name': 'Chay', 'id': '1594755082033119232'}, {'screen_name': 'TreeKedua', 'name': 'tree_kedua', 'id': '1550062555359350784'}, {'screen_name': 'NPingitz', 'name': '🇮🇩II Music Aiu ⚖️ II🇮🇩', 'id': '1290531055040999424'}, {'screen_name': 'Shery_Adhy', 'name': '🌕SiWajahBulan', 'id': '2356295286'}, {'screen_name': 'Manse_Mangat', 'name': '🇲🇨Ayah_Hanita🇲🇨', 'id': '1291974491547922434'}, {'screen_name': 'DennyDSP77', 'name': '\uf8ffDenny₯🇮🇩', 'id': '896983158737870848'}, {'screen_name': 'AyamSegar3', 'name': 'AnakAyam', 'id': '1212232556222935041'}, {'screen_name': 'Adies____', 'name': 'MINGGU PAGI', 'id': '1572775167683858433'}, {'screen_name': 'ezarjunioregain', 'name': 'The Blues **', 'id': '1452646796405063681'}, {'screen_name': 'Pinaringan077', 'name': 'Alamsemesta', 'id': '1594116289995608064'}, {'screen_name': 'edi44331822', 'name': 'Jack Separo Gendeng', 'id': '1407013084116381705'}, {'screen_name': 'Hiko00398441', 'name': '☆ 𝑴𝒂𝒔𝒂𝒉𝒊𝒌𝒐 ☆', 'id': '1392395547491725316'}, {'screen_name': 'AdeMemed3', 'name': 'Ade ___NF', 'id': '1524066193975390208'}]				
1608303903162105863	1608303903162105863	2022-12-29 10:28:26 SE Asia Standard Time	2022-12-29	10:28:26	+0700	795129354	alinekellermann	aline kellermann		Ya! setuju! terlebih, Putri Candrawathi adalah korban pemerkosaan Brigadir J, kenapa @DivHumas_Polri malah jadikan tersangka? kenapa @KejaksaanRI menuntut PC? gak masuk akal!  @KomnasPerempuan dan psikolog forensik sudah pastikan PC korban kok!  https://t.co/VC3vtZ5iYV	in	[{'screen_name': 'divhumas_polri', 'name': 'divisi humas polri', 'id': '138290629'}, {'screen_name': 'kejaksaanri', 'name': 'kejaksaan ri', 'id': '705276546735407104'}, {'screen_name': 'komnasperempuan', 'name': 'komnas perempuan', 'id': '264004803'}]	[]	['https://pbs.twimg.com/media/FlHXg3sagAI5UM6.png', 'https://pbs.twimg.com/media/FlHXg3jakAILomX.png']	6	1	2	[]	[]	https://twitter.com/alinekellermann/status/1608303903162105863	False	https://twitter.com/Rikosatria121/status/1608303204869246978	1	https://pbs.twimg.com/media/FlHXg3sagAI5UM6.png							[]				
1608303204869246978	1608303204869246978	2022-12-29 10:25:39 SE Asia Standard Time	2022-12-29	10:25:39	+0700	1571706098	rikosatria121	Riko Satria		Yang tidak berlaku aktif dalam kasus pembunuhan tak dapat dikatakan terlibat pembunuhan. masuk akal sih, berarti Putri Candrawati gak pantas jadi tersangka lah @DivHumas_Polri gimana sih?  Hakim harus vonis bebas Putri Candrawati, Bharada E bilang PC ada dikamar saat kejadian kok  https://t.co/zjXNsAyE26	in	[{'screen_name': 'divhumas_polri', 'name': 'divisi humas polri', 'id': '138290629'}]	[]	['https://pbs.twimg.com/media/FlHW5RjakAEwXCu.png', 'https://pbs.twimg.com/media/FlHW5RuaAAAZmZt.png']	7	0	1	[]	[]	https://twitter.com/Rikosatria121/status/1608303204869246978	False		1	https://pbs.twimg.com/media/FlHW5RjakAEwXCu.png							[]				
1608172277283328000	1608171967991144448	2022-12-29 01:45:23 SE Asia Standard Time	2022-12-29	01:45:23	+0700	1400841743600291841	eunchaeheh	EUNCHAE😋☝️		@convoselfol Pc tu putri chandrawti kah?	in	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/eunchaeheh/status/1608172277283328000	False		0								[{'screen_name': 'convoselfol', 'name': '🌸', 'id': '1543219795448832006'}]				
1608088758699839488	1608028016655097857	2022-12-28 20:13:31 SE Asia Standard Time	2022-12-28	20:13:31	+0700	997643812414488576	dehadaud	Bharadah D da silva🤝❤🇮🇩		@nithayuanitha03 @ewidianto456 @bigwin_terus 😁😁 itu PC ya Putri Cenut2	in	[]	[]	[]	1	0	2	[]	[]	https://twitter.com/dehadaud/status/1608088758699839488	False		0								[{'screen_name': 'ewidianto456', 'name': 'ewidianto', 'id': '1426878072389738499'}, {'screen_name': 'Bigwin_Terus', 'name': 'Ay ~ Please Follback 🙏', 'id': '1612844413759393794'}]				
1608044130143449093	1607953409050542080	2022-12-28 17:16:11 SE Asia Standard Time	2022-12-28	17:16:11	+0700	1595408281597792261	rumahnomor22	AP		@detikcom Dia perlu diketemukan dengan ibu putri candrawati deh	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Rumahnomor22/status/1608044130143449093	False		0								[{'screen_name': 'detikcom', 'name': 'detikcom', 'id': '69183155'}]				
1608041809485377536	1608041809485377536	2022-12-28 17:06:58 SE Asia Standard Time	2022-12-28	17:06:58	+0700	1533685007264321536	taltashl	talitha ns		thankss a lot too tuan putri seneng bgt jugaa bs ktmu kmu, itu smalem minta bantuan fans² dr betrandpeto juga buat neriakin km WKWKW biar rame smpe ada yg minta pc kmu trs aku ksih aja wkwk seru bgt tu smalem, @bebyhuang_ pemandu nya cel wkwkwk #Ashelpm	in	[{'screen_name': 'bebyhuang_', 'name': 'bebyyy', 'id': '1559809516904263680'}]	[]	[]	1	1	1	['ashelpm']	[]	https://twitter.com/taltashl/status/1608041809485377536	False		0								[]				
1608016416426577920	1608016416426577920	2022-12-28 15:26:03 SE Asia Standard Time	2022-12-28	15:26:03	+0700	1529335445666295810	trendingsekali	Trending Sekali		PUTRI CANDRAWATI TERBARU HARI INI #shorts  https://t.co/N7J953Q2qZ	in	[]	['http://dlvr.it/Sg2WcC']	[]	0	0	0	['shorts']	[]	https://twitter.com/trendingsekali/status/1608016416426577920	False		0								[]				
1608013820185698304	1608013820185698304	2022-12-28 15:15:44 SE Asia Standard Time	2022-12-28	15:15:44	+0700	2964461514	google_foto	Google Foto		#Usai disebut mirip Putri Candrawati, Foto lawas Syahrini kembali bocor dinilai mirip Musdalifah, Sukses oplas? - Hops Id - Hops ID #foto #fotogoogle  https://t.co/gF1aF3Aj9s	in	[]	['https://news.google.com/__i/rss/rd/articles/CBMikQFodHRwczovL3d3dy5ob3BzLmlkL2hvdC9wci0yOTQ2MzI2OTc0L3VzYWktZGlzZWJ1dC1taXJpcC1wdXRyaS1jYW5kcmF3YXRpLWZvdG8tbGF3YXMtc3lhaHJpbmkta2VtYmFsaS1ib2Nvci1kaW5pbGFpLW1pcmlwLW11c2RhbGlmYWgtc3Vrc2VzLW9wbGFz0gGVAWh0dHBzOi8vd3d3LmhvcHMuaWQvaG90L2FtcC9wci0yOTQ2MzI2OTc0L3VzYWktZGlzZWJ1dC1taXJpcC1wdXRyaS1jYW5kcmF3YXRpLWZvdG8tbGF3YXMtc3lhaHJpbmkta2VtYmFsaS1ib2Nvci1kaW5pbGFpLW1pcmlwLW11c2RhbGlmYWgtc3Vrc2VzLW9wbGFz?oc=5']	[]	0	0	0	['usai', 'foto', 'fotogoogle']	[]	https://twitter.com/google_foto/status/1608013820185698304	False		0								[]				
1608000856854757376	1608000856854757376	2022-12-28 14:24:14 SE Asia Standard Time	2022-12-28	14:24:14	+0700	162721676	infosumbar	SUMBAR		Guru Besar Unand Jadi Saksi Ahli Kubu Ferdy Sambo dan Putri Candrawati, Bagaimana Kans Keduanya? via @infosumbar  https://t.co/CgFhlbWAEO  #infosumbar #Nasional	in	[{'screen_name': 'infosumbar', 'name': 'sumbar', 'id': '162721676'}]	['https://infosumbar.net/berita/berita-nasional/guru-besar-unand-jadi-saksi-ahli-kubu-ferdy-sambo-dan-putri-candrawati-bagaimana-kans-keduanya/']	[]	0	1	0	['infosumbar', 'nasional']	[]	https://twitter.com/infoSumbar/status/1608000856854757376	False		0								[]				
1607960216297181186	1607960216297181186	2022-12-28 11:42:44 SE Asia Standard Time	2022-12-28	11:42:44	+0700	226039658	tribunjambiku	Tribun Jambi		Putri Candrawati Ngaku jadi Korban Brigadir Yosua, Fakar Forensik Sepakat dengan Istri Ferdy Sambo    https://t.co/kUiFwV12XQ via @tribunjambiku   #putricandrawathi #brigadirysosua #forensik	in	[{'screen_name': 'tribunjambiku', 'name': 'tribun jambi', 'id': '226039658'}]	['https://jambi.tribunnews.com/2022/12/28/putri-candrawati-ngaku-jadi-korban-brigadir-yosua-fakar-forensik-sepakat-dengan-istri-ferdy-sambo']	[]	0	0	0	['putricandrawathi', 'brigadirysosua', 'forensik']	[]	https://twitter.com/tribunjambiku/status/1607960216297181186	False		0								[]				
1607747823667412992	1607654473610199040	2022-12-27 21:38:46 SE Asia Standard Time	2022-12-27	21:38:46	+0700	944509009045753856	kusumavina_	es teh panas		@Indriryani @18fesss Sama mbak, kayaknya emang kembarannya putri candrawati deh. Tua” gathel	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/kusumavina_/status/1607747823667412992	False		0								[{'screen_name': 'Indriryani', 'name': '인드 리 야니🐼', 'id': '1187601846120013826'}, {'screen_name': '18fesss', 'name': 'CEK RULES', 'id': '1243018747901698050'}]				
1607733757041332226	1607354414485864449	2022-12-27 20:42:52 SE Asia Standard Time	2022-12-27	20:42:52	+0700	1601178411115810818	agusset17081974	Agus setiawan		@FirdhaMella Mirip PC.. Putri chandrawati istri fredi sambo	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Agusset17081974/status/1607733757041332226	False		0								[]				
1607667121932341251	1607241326499876865	2022-12-27 16:18:05 SE Asia Standard Time	2022-12-27	16:18:05	+0700	1522928156541300737	arihend34760216	ARIE HENDRA		@_tukangrosok @KPU_ID Memang filter sangat2 membantu, sang putri emas, pun dengan pc sambo	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/AriHend34760216/status/1607667121932341251	False		0								[{'screen_name': '_tukangrosok', 'name': 'Tukang Rosok 2 🔥🔥', 'id': '1538512549691682816'}, {'screen_name': 'KPU_ID', 'name': 'KPU RI', 'id': '2413697946'}]				
1607645351275827200	1607645351275827200	2022-12-27 14:51:35 SE Asia Standard Time	2022-12-27	14:51:35	+0700	1278936170156580864	txtdarignputri	txtdrgnputri		minta tolong info service monitor pc dong daerah gunung putri	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/txtdarignputri/status/1607645351275827200	False		0								[]				
1607591043624751104	1606915394404769799	2022-12-27 11:15:47 SE Asia Standard Time	2022-12-27	11:15:47	+0700	1562292238645743616	fwdxaver	sisilain		@PUTRI_41708 Thanks PC.. 🤭😁🙏	en	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/FwdXaver/status/1607591043624751104	False		0								[{'screen_name': 'PUTRI_41708', 'name': 'PUTCEB', 'id': '1304000308649943041'}]				
1607556955769548802	1607556955769548802	2022-12-27 09:00:19 SE Asia Standard Time	2022-12-27	09:00:19	+0700	1215232658	febri_angelinaa	Rose Irene Febrianti Angelina		The defendants Ferdy Sambo and Putri Candrawati will present criminal experts at the trial of the alleged murder case of Brigadier J today.  Today we present criminal expert Elwi Danil who is a Professor of Criminal Law from Andalas University.  #SidangPemeriksaanSaksiFerdySambo	en	[]	[]	[]	0	0	0	['sidangpemeriksaansaksiferdysambo']	[]	https://twitter.com/febri_angelinaa/status/1607556955769548802	False		0								[]				
