id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1586870471366045696	1586580000182272000	2022-10-31 06:59:37 SE Asia Standard Time	2022-10-31	06:59:37	+0700	1224717576892108800	_kantungmata	🐼anda		@txtdrimedia Wkwkw sambo uda ga ada, sp lagi mw nolongin	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/_kantungmata/status/1586870471366045696	False		0								[{'screen_name': 'txtdrimedia', 'name': 'txtdrimedia', 'id': '1300484934449000448'}]				
1586870369230766082	1586862326271049729	2022-10-31 06:59:13 SE Asia Standard Time	2022-10-31	06:59:13	+0700	1354867713890525184	isaamsx	isa isoca		@hanjiskie sambo de salto 13	es	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/isaamsx/status/1586870369230766082	False		0								[{'screen_name': 'hanjiskie', 'name': '.', 'id': '1526975875366912001'}]				
1586869509402419201	1585224220489191425	2022-10-31 06:55:48 SE Asia Standard Time	2022-10-31	06:55:48	+0700	1287381948969574406	ayangongin	olakkk		@KompasEnt @NCTsmtown_127 Ini artikel favorit yang sering bgt aku emang kasus sambo ini bener² panjang dan banyak plottwist jadi aku pingin ngikutin sampai kasus ini selesai @cnandams @pcyeoldksoo_  @KompasEnt @DyandraGlobal  #GiveawayNCTKompascom #KuisKompascom #NEOCITY_THE_LINK_JKT #DyandraGlobalConcert  https://t.co/GrzwlIOLLn	in	[{'screen_name': 'cnandams', 'name': 'cicilia', 'id': '2922452845'}, {'screen_name': 'pcyeoldksoo_', 'name': 'eraraw_', 'id': '2221125618'}, {'screen_name': 'kompasent', 'name': 'kompasentertainment', 'id': '171833463'}, {'screen_name': 'dyandraglobal', 'name': 'dyandra global edutainment', 'id': '1148902434716057600'}]	[]	['https://pbs.twimg.com/media/FgWxZ9jUcAARFyO.jpg']	0	0	0	['giveawaynctkompascom', 'kuiskompascom', 'neocity_the_link_jkt', 'dyandraglobalconcert']	[]	https://twitter.com/ayangongin/status/1586869509402419201	False		1	https://pbs.twimg.com/media/FgWxZ9jUcAARFyO.jpg							[{'screen_name': 'KompasEnt', 'name': 'KompasEntertainment', 'id': '171833463'}, {'screen_name': 'NCTsmtown_127', 'name': 'NCT 127', 'id': '869875390465982465'}]				
1586868711897829376	1586868711897829376	2022-10-31 06:52:38 SE Asia Standard Time	2022-10-31	06:52:38	+0700	1721655782	dprilann	Taka		(#).   Kenapa gw ditempatin di pengadilan trs ya. Semenjak sambo udh masuk persidangan, mentang2 gw kawal dr awal. Jadi hrs berangkat pagi terus setan.	in	[]	[]	[]	5	0	0	[]	[]	https://twitter.com/DPRIlANN/status/1586868711897829376	False		0								[]				
1586868053416894480	1586777098169241601	2022-10-31 06:50:01 SE Asia Standard Time	2022-10-31	06:50:01	+0700	1562004766947160066	nuryadirahman7	Rahman Nuryadi		@OnlyFrens @DonAdam68 SambO	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/nuryadirahman7/status/1586868053416894480	False		0								[{'screen_name': 'OnlyFrens', 'name': 'Tanjidin', 'id': '1142030368742133760'}, {'screen_name': 'DonAdam68', 'name': 'Don Adam', 'id': '1312514755'}]				
1586867598737965056	1582327553007947776	2022-10-31 06:48:12 SE Asia Standard Time	2022-10-31	06:48:12	+0700	92474544	j_lomungil	J_lo		@_melody_mellow @ZaiQyoto1 @Fatimah59708894 @z4r4n @Uncle_ukan @kusewaku @na_inblack @Safa_Andriana @Venom1982_ @yaniarsim @C4kDeep_ @RyzOriez @mavin1818 @Ge1Te @RockIn82__ @surasujaya @Combro_411 @5oyToCostill4 @desita5769 @Ini_N4Rini @_m4tt4_ @Di4ntara @AkunSiih @Adiak_Udaa @S4FITRI11 @DeeRose782 @sikodoksakit @Sarvatty @cintah__ @5oul4ntidote @Ratutiarasatu @VictoriaDanzG @wuwu1422 @Cattl3yya @5ag1tar1u5 @Nurulkjo1 @Aliffqu @jaga_atitude @AisyahBocah @aLKecildew @Aby_zaky_ @bangSaid_ @bah_saud1 @Sambo_Kaisar @denai69 @Et3kewer_Baby Bye mantan  https://t.co/WmeRsXUQRW	ht	[]	[]	['https://pbs.twimg.com/media/FgWvqzuaYAMtMic.jpg']	2	0	11	[]	[]	https://twitter.com/j_lomungil/status/1586867598737965056	False		1	https://pbs.twimg.com/media/FgWvqzuaYAMtMic.jpg							"[{'screen_name': '_melody_mellow', 'name': '.•♫•♬•melody mellow•♬•♫•.', 'id': '1389677278615924737'}, {'screen_name': 'ZaiQyoto1', 'name': 'ZaiQyoto', 'id': '1461427728545058817'}, {'screen_name': 'Fatimah59708894', 'name': '🌾 Ezzah Lie 🌾', 'id': '1384394271092998144'}, {'screen_name': 'z4r4n', 'name': 'Z4', 'id': '1458439464297005062'}, {'screen_name': 'Uncle_ukan', 'name': 'AING Putra Budah Laut Pantai Utara', 'id': '307537396'}, {'screen_name': 'kusewaku', 'name': 'KUSE😶-.- ..-', 'id': '1553738395910041600'}, {'screen_name': 'Safa_Andriana', 'name': '💙 Rapunzel 💙', 'id': '1432328670648037378'}, {'screen_name': 'Venom1982_', 'name': '💫🌟 VENOM 🌟💫', 'id': '1451741440904626182'}, {'screen_name': 'yaniarsim', 'name': ""¥@N'$"", 'id': '929287558281830400'}, {'screen_name': 'C4kDeep_', 'name': '𝕮𝖆𝖐 𝕯𝖊𝖊𝖕 19 𝕸𝖆𝖓𝖊𝖌𝖊𝖘', 'id': '3797534720'}, {'screen_name': 'mavin1818', 'name': 'UmmaAlmeeraNagari', 'id': '1472832391316049920'}, {'screen_name': 'Ge1Te', 'name': 'Mu*TYA*rA', 'id': '1390470069902188545'}, {'screen_name': 'RockIn82__', 'name': 'QueSera,Seraa', 'id': '1209147179165601793'}, {'screen_name': 'surasujaya', 'name': '~* neng Surasujaya *~🇲🇨', 'id': '1290853780875931648'}, {'screen_name': 'desita5769', 'name': 'Pilih yg Terbaik', 'id': '2887126429'}, {'screen_name': '_m4tt4_', 'name': '💙Matta RaynKun💙', 'id': '1575865226674966528'}, {'screen_name': 'Di4ntara', 'name': 'K_I_N_A_N ☘♈📌', 'id': '1366737990957981696'}, {'screen_name': 'Adiak_Udaa', 'name': 'Ny. Boss', 'id': '1302572732068970496'}, {'screen_name': 'S4FITRI11', 'name': '3ndieS', 'id': '871398811691655168'}, {'screen_name': 'DeeRose782', 'name': 'DeeRose', 'id': '1393180293964701698'}, {'screen_name': 'sikodoksakit', 'name': 'èxceĺ♡', 'id': '1218556702942871553'}, {'screen_name': 'Sarvatty', 'name': 'Larasati 🤍🌹🤍', 'id': '1355098085844606981'}, {'screen_name': 'cintah__', 'name': 'Ja Cinta', 'id': '1590122407544733696'}, {'screen_name': '5oul4ntidote', 'name': '🙇MELATY🌼', 'id': '1485452228693757966'}, {'screen_name': 'Ratutiarasatu', 'name': 'R', 'id': '1545978309389205504'}, {'screen_name': 'VictoriaDanzG', 'name': 'VictoriaDanz', 'id': '1379385216867868676'}, {'screen_name': 'wuwu1422', 'name': '🍒아름다운 _Wu 🍒', 'id': '1368886113822150659'}, {'screen_name': 'Cattl3yya', 'name': 'Kataleya', 'id': '1381567052687634432'}, {'screen_name': 'Nurulkjo1', 'name': 'uyuy hope', 'id': '1132312425108107264'}, {'screen_name': 'Aliffqu', 'name': 'Alifqu', 'id': '1509844028585836544'}, {'screen_name': 'jaga_atitude', 'name': 'justmom', 'id': '3154317998'}, {'screen_name': 'AisyahBocah', 'name': 'Baby Aisha🌹', 'id': '1351836604927602691'}, {'screen_name': 'aLKecildew', 'name': 'aLKecil', 'id': '1398849952881668099'}, {'screen_name': 'Aby_zaky_', 'name': 'Aby_🇲🇨🇵🇸', 'id': '1531651010292199424'}, {'screen_name': 'bangSaid_', 'name': '𝐊𝐨̃𝐩𝐢́ 𝐇𝐢𝐭𝐚𝐦™️', 'id': '1471721022323785731'}, {'screen_name': 'bah_saud1', 'name': 'Bah Saud', 'id': '1573195623943135232'}, {'screen_name': 'denai69', 'name': 'denai_afdi', 'id': '210482706'}, {'screen_name': 'Et3kewer_Baby', 'name': '🔥 È†êkêwêr 🔥', 'id': '1448902054173315076'}]"				
1586865193191374851	1586865193191374851	2022-10-31 06:38:39 SE Asia Standard Time	2022-10-31	06:38:39	+0700	780077959	achmadshonnyarc	Shonny Archaul		Slm ada sambo ya gmn..?	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/AchmadShonnyArc/status/1586865193191374851	False	https://twitter.com/VIVAcoid/status/1586565943748366336	0								[]				
1586865056306036736	1586865056306036736	2022-10-31 06:38:06 SE Asia Standard Time	2022-10-31	06:38:06	+0700	564951196	nolantv_com	NolanTV		Kemarin, sidang pekan ketiga Sambo hingga 93 saksi tragedi Kanjuruhan  https://t.co/g2FguuNhwO #Terbaru #berita #hingga #Kanjuruhan  https://t.co/TOga32fZ30	in	[]	['https://live.nolantv.com/terbaru/kemarin-sidang-pekan-ketiga-sambo-hingga-93-saksi-tragedi-kanjuruhan?utm_source=dlvr.it&utm_medium=twitter', 'http://is.gd/lengkap']	[]	0	0	0	['terbaru', 'berita', 'hingga', 'kanjuruhan']	[]	https://twitter.com/nolantv_com/status/1586865056306036736	False		0								[]				
1586865029189890048	1586727021446660096	2022-10-31 06:38:00 SE Asia Standard Time	2022-10-31	06:38:00	+0700	46482005	mileypyrex	MxRLxNx DMND		@DovySimuMMA We actually did a lot of similar exercises in Sambo training, called it “swimming” basically just flowing in and out of under-hooks. He’s just sort of Billy strutting the entire time though.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/MileyPyrex/status/1586865029189890048	False		0								[{'screen_name': 'DovySimuMMA', 'name': 'Dovy🔌', 'id': '914137592987340800'}]				
1586864969047343106	1586863970736308224	2022-10-31 06:37:45 SE Asia Standard Time	2022-10-31	06:37:45	+0700	1121816294280445952	kangsam70012085	kang Sam		@henrysubiakto masih sibuk ngurusi sambo kali..	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/kangSam70012085/status/1586864969047343106	False		0								[{'screen_name': 'henrysubiakto', 'name': 'Henri Subiakto', 'id': '201554665'}]				
